Estimate!!Total!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level,Estimate!!Unemployment rate!!Population 16 years and over,Tract Number
156,2.3,171.06
35,8.1,171.07
49,6.6,171.08
177,9.0,171.09
35,8.0,171.11
22,2.0,171.12
266,5.3,171.13
126,2.9,172.01
40,0.0,172.02
123,4.4,173.03
24,1.0,173.05
14,3.2,173.06
51,0.0,173.07
286,4.4,173.08
30,5.7,174.03
502,3.6,174.05
81,4.6,174.06
128,5.2,174.07
183,3.4,174.08
109,4.2,175.01
190,1.6,175.02
90,0.9,176.01
122,9.7,176.03
181,0.0,176.05
89,4.6,176.06
417,1.3,177.01
102,4.2,177.02
111,10.6,178.01
160,4.3,178.08
60,6.5,178.09
114,4.3,178.10
170,3.7,178.11
90,3.1,178.13
362,6.7,179.01
741,4.8,179.02
120,5.7,180
190,3.9,181.01
64,2.0,181.02
197,8.3,182.01
204,7.9,182.02
0,3.0,183.01
60,6.9,183.02
384,5.3,184
448,10.4,185.04
571,10.7,185.09
140,5.4,185.10
306,6.2,185.11
106,2.3,185.12
163,7.2,185.15
112,4.2,185.16
347,2.7,185.17
148,3.3,185.18
267,8.0,185.19
94,7.5,185.20
399,5.1,185.21
108,2.2,185.22
106,2.6,185.23
485,8.5,185.24
79,6.9,185.25
299,4.4,186.01
19,1.2,186.08
326,6.9,186.09
213,5.6,186.12
304,6.3,186.13
309,8.2,186.15
609,4.1,186.16
253,5.8,186.17
133,6.8,186.18
231,1.4,186.19
29,7.0,186.20
10,9.6,186.21
200,10.3,186.22
860,12.3,187
98,16.2,188.01
209,8.3,188.03
173,3.5,188.04
60,2.4,188.05
716,1.3,189.03
536,3.1,189.04
532,7.7,189.05
502,4.9,189.06
226,9.2,190.01
118,3.2,190.02
245,4.2,191.03
162,8.4,191.05
44,9.9,191.07
146,7.3,191.08
48,5.0,191.09
515,3.1,191.10
242,5.7,191.11
66,5.1,192.03
511,2.7,192.05
328,2.1,192.06
185,4.9,192.08
142,3.7,192.09
484,3.0,192.10
266,2.8,193.01
482,1.8,193.03
93,0.0,193.04
130,4.3,193.05
255,8.9,194.03
201,3.9,194.04
136,3.8,194.05
117,5.4,194.06
367,5.2,195.01
335,5.2,195.02
474,4.3,195.03
273,3.5,196.01
367,9.1,196.02
606,4.4,197.01
172,5.6,197.02
284,3.4,198.03
91,3.4,198.04
179,9.9,198.05
27,1.5,198.08
73,7.8,198.09
410,9.4,198.10
393,4.8,198.11
105,2.9,199.02
170,9.1,199.03
337,0.9,199.04
122,6.5,199.05
136,5.0,200.15
154,3.4,200.17
774,2.6,200.19
410,1.2,200.21
77,2.5,200.23
177,4.2,200.24
471,7.6,200.25
131,2.9,200.26
414,1.2,200.28
472,3.2,200.29
618,3.8,200.30
202,4.0,200.31
19,7.3,200.32
259,5.1,200.33
0,3.9,200.34
78,5.5,200.35
301,5.4,200.36
477,7.3,200.37
119,4.8,200.38
17,15.0,200.39
215,3.6,200.40
64,4.0,200.41
0,5.9,200.42
500,0.6,200.43
243,3.3,200.44
204,3.8,201.05
183,14.2,201.06
308,2.0,201.07
375,4.7,201.08
336,4.9,201.09
100,2.5,201.10
96,3.4,201.11
920,2.5,202.02
487,3.5,202.06
462,7.5,202.07
183,7.0,202.08
427,5.1,202.09
562,5.8,202.10
422,10.0,202.11
862,10.9,202.13
855,9.3,202.14
36,2.7,203.04
188,5.8,203.05
436,3.7,203.08
297,2.6,203.09
499,5.8,203.10
199,0.0,203.11
52,0.0,203.12
444,7.2,203.13
76,5.3,204.01
206,2.6,204.03
159,2.7,204.04
64,3.8,204.05
388,4.5,205
377,3.1,206.01
583,4.2,206.02
70,1.2,207.05
101,6.3,207.06
678,1.4,207.07
243,4.7,207.08
54,4.3,207.10
69,2.0,207.11
261,7.5,207.12
363,3.4,208.01
85,10.2,208.05
206,3.5,208.06
178,6.1,208.07
21,1.9,208.10
51,3.3,208.11
22,2.9,208.12
90,1.5,208.13
12,10.5,209.02
218,5.3,209.03
35,0.2,209.04
158,23.8,210.01
122,0.2,210.02
471,4.4,211.01
554,19.2,211.02
146,1.1,212.02
349,6.8,212.04
337,8.9,212.05
57,2.2,212.06
399,8.2,213.02
32,4.7,213.04
49,3.3,213.05
335,3.7,213.06
26,6.7,214.01
188,3.0,214.02
36,3.5,215.01
608,7.2,215.02
189,5.3,216
24,1.5,218
283,12.5,219
223,4.1,220
142,7.7,221.01
256,4.5,221.02
0,-,9901
106,8.7,101.01
262,5.1,101.02
57,0.0,102.01
10,2.8,102.02
148,1.8,103
123,6.6,104.01
136,1.0,104.02
251,6.9,105
345,10.5,106
384,8.8,107.01
128,12.1,107.02
195,3.9,108
80,0.8,109.01
166,0.0,109.02
192,2.6,110.01
121,6.8,110.02
76,4.8,111.01
149,4.3,111.02
200,6.9,112
382,3.8,113
190,3.6,117
210,2.7,118
149,4.0,119.01
112,3.8,119.02
318,4.2,120.01
358,12.4,120.02
376,5.9,121
632,10.6,122.02
451,17.7,122.03
208,2.6,122.04
452,10.2,123.01
455,9.2,123.02
418,8.2,124.03
632,3.9,124.04
268,5.6,124.05
245,6.1,124.06
481,13.9,125.02
336,14.3,125.03
16,0.0,125.04
62,1.3,126.01
97,6.6,126.02
175,2.7,127
0,4.5,128.01
100,1.0,128.02
90,3.6,129.01
34,1.3,129.02
115,2.5,130.01
164,0.8,130.02
48,3.7,131.01
89,3.5,131.02
134,4.8,132
193,3.1,133
11,1.3,134.01
41,4.3,134.02
126,2.7,135
91,1.6,151
63,7.7,152.01
126,7.1,152.02
98,2.6,153
157,12.5,154.01
8,3.1,154.02
88,3.5,155
161,1.3,156
276,8.5,157.01
53,2.1,157.02
121,3.7,158.01
299,4.9,158.02
493,1.7,159
216,3.0,160
380,1.7,161.01
270,5.4,161.02
249,3.4,162
309,5.3,163
153,1.3,164
446,5.2,165
248,2.5,166.01
161,1.6,166.02
191,3.3,167
246,2.3,168.01
343,2.4,168.02
198,11.0,169
224,3.9,170
198,3.0,171.01
272,3.1,171.02
530,5.1,176.02
691,2.3,176.03
274,0.0,176.04
97,0.8,177
254,6.9,178.01
270,3.0,178.03
560,3.3,178.04
988,16.9,179.03
540,7.2,180
298,4.0,201.01
221,19.2,201.02
168,5.3,202.01
555,0.7,202.02
342,1.1,203
111,2.1,204.01
126,3.2,204.02
108,4.3,205
129,1.6,206.01
141,4.7,206.02
182,9.5,207.01
90,3.0,207.02
268,2.9,208.01
155,4.8,208.02
491,3.5,209
190,3.9,210
102,2.4,211
43,5.0,212
58,2.8,213
121,4.1,214
89,3.3,215
19,1.7,216
108,3.3,217
185,3.9,218
82,0.7,226
110,1.5,227.02
171,3.6,227.04
452,5.0,228.01
148,2.6,228.02
395,5.5,228.03
288,4.1,229.01
138,7.2,229.02
162,5.2,229.03
581,12.3,230.01
132,6.0,230.03
406,11.0,231.02
558,14.6,231.03
255,5.7,232
470,10.3,233
351,3.9,234
271,2.5,251
303,0.9,252
200,3.0,253
87,2.6,254.01
109,6.9,254.02
206,3.8,254.03
336,2.6,255.01
176,7.7,255.02
241,4.1,256
367,5.1,257.01
180,4.8,257.02
111,7.9,258
289,2.4,259
519,4.2,260.01
163,1.5,260.02
88,2.9,260.03
158,3.4,260.04
485,6.0,261
258,1.3,262.01
140,3.7,262.02
456,14.3,263.01
341,7.8,263.02
261,3.4,263.03
167,8.0,264.01
267,4.7,264.02
197,7.1,264.03
161,2.7,264.04
621,1.8,301.01
221,4.9,301.02
206,1.3,302.01
147,3.1,302.02
213,3.5,303.01
349,5.8,303.02
71,5.0,304
201,2.2,305
62,6.0,306
119,2.4,307
50,1.9,308
187,3.6,309
178,1.6,310
23,2.7,311
328,5.3,312.01
165,2.9,312.02
114,9.0,313.01
495,2.3,313.02
48,4.6,314.01
332,1.3,314.02
490,3.2,326.01
224,6.3,326.02
204,4.5,327
78,7.3,328.01
291,2.9,328.02
165,4.0,329.01
218,9.7,329.02
133,4.1,330.01
138,6.7,330.02
95,2.8,331
493,24.5,332.01
507,10.0,332.03
733,9.1,332.04
464,13.0,351.01
89,1.4,351.02
322,8.9,352.01
182,2.7,352.02
88,1.4,353
476,10.2,354
221,3.6,401
208,1.9,402
482,6.5,426.01
53,3.4,426.02
502,4.8,427
44,1.9,428
253,2.4,451
53,1.2,452.01
290,7.6,452.02
62,4.0,476
359,9.2,477.01
205,1.8,477.02
171,1.3,478.01
135,4.3,478.02
153,1.9,479.02
267,4.6,479.03
304,4.6,479.04
144,2.7,601
69,7.3,604
546,12.4,605.02
313,1.9,607.01
16,4.0,607.02
27,1.6,607.03
162,6.5,610
343,0.9,611.01
426,3.5,611.02
216,8.7,612
292,7.2,614.01
97,0.0,614.02
212,0.0,615.01
39,0.2,615.02
491,9.5,615.03
0,3.4,615.04
0,0.0,615.05
81,4.4,615.06
130,0.0,615.07
380,3.0,615.08
0,-,9802
0,6.3,9803
0,-,9804.01
12,-,9805.01
37,2.4,9806
26,0.0,9809
0,-,9901
0,-,9902
246,4.1,1.01
706,12.0,1.02
405,7.3,3
168,12.5,4.01
645,6.8,4.02
483,5.0,5
277,5.8,6
970,18.2,7
134,11.4,8.02
337,4.2,8.03
648,6.9,9
495,6.1,10
250,11.7,11.01
561,5.2,11.02
134,5.3,12
290,4.4,13
526,14.3,14
312,2.3,15.01
271,2.2,15.02
294,5.3,16
759,11.1,17
529,7.1,18
669,9.1,19
441,8.1,20
560,11.5,21
562,14.4,22.01
719,16.2,22.02
441,6.8,23
672,11.7,24.01
194,3.0,24.02
291,10.4,25.03
331,6.3,25.04
705,9.5,27.01
360,9.4,27.02
542,9.5,28
209,6.5,31.06
134,6.4,31.08
399,5.1,31.09
416,5.6,31.10
287,11.5,31.11
213,3.7,31.12
366,9.9,31.15
525,9.1,31.16
0,0.0,31.17
126,1.0,31.18
12,0.0,31.19
180,11.5,32.03
318,12.5,32.05
137,13.5,32.09
123,10.6,32.10
402,10.9,32.13
102,4.0,32.14
224,9.4,32.15
175,9.0,32.16
431,12.2,32.17
211,2.2,32.18
464,6.8,32.19
343,8.8,33.05
351,12.4,33.06
352,7.7,33.07
259,15.3,33.08
540,11.3,33.10
466,20.4,33.11
488,17.0,33.12
394,10.3,33.13
383,11.0,34.03
617,5.6,34.04
492,8.2,34.05
557,15.8,34.06
322,9.1,34.07
502,10.7,34.09
307,7.5,34.10
58,2.3,35.01
199,18.0,35.02
151,7.3,35.03
401,2.5,35.04
168,2.6,36.01
466,5.8,36.02
485,8.2,37
296,8.9,38.03
255,6.1,38.04
255,4.4,38.05
477,4.5,38.06
169,12.1,38.07
132,11.4,38.08
142,11.6,39
260,12.2,40.01
147,3.1,40.03
41,5.8,40.04
152,1.2,41.04
130,4.7,41.05
171,5.4,41.06
115,4.8,41.07
400,6.2,41.08
54,3.9,42.02
207,11.7,42.03
184,7.6,42.04
207,8.9,42.05
237,12.3,42.06
397,9.8,43.02
126,3.6,43.05
160,6.7,43.07
372,6.4,43.08
38,11.9,43.09
56,6.5,43.10
226,11.2,44.02
485,12.7,44.03
568,9.7,44.04
155,12.7,45.01
584,24.4,45.02
264,6.3,46
159,6.3,47.01
271,4.5,47.03
192,1.9,47.04
245,6.3,48
104,6.7,49.03
111,7.5,49.04
162,6.9,49.05
274,6.9,49.06
37,1.8,50.01
397,5.0,50.03
518,3.9,50.04
405,5.8,51.06
557,6.2,51.08
319,5.9,51.09
615,6.2,51.19
355,5.7,51.22
118,4.7,51.23
225,4.8,51.24
100,13.2,51.25
150,10.9,51.26
369,4.4,51.27
190,12.8,51.29
151,5.9,51.30
264,11.0,51.31
413,10.8,51.32
319,5.6,51.33
112,11.4,51.34
155,4.4,51.35
411,0.7,51.36
323,6.8,51.37
75,6.1,51.38
164,7.1,51.39
345,6.1,51.40
141,7.0,51.41
54,4.1,52.08
114,0.6,52.11
0,3.6,52.12
20,5.1,52.13
91,4.9,52.14
85,2.2,52.15
67,2.3,52.16
107,8.8,52.17
335,9.2,52.18
151,5.6,52.19
59,10.0,52.20
189,3.0,52.21
0,2.4,52.22
143,2.6,52.23
431,1.5,52.24
123,14.7,52.25
587,6.6,53.03
133,5.8,53.07
269,11.4,53.08
170,2.7,53.09
174,6.2,53.10
368,6.5,53.11
233,2.0,53.12
288,3.5,54.03
130,3.9,54.05
287,5.8,54.06
83,12.3,55.02
116,7.9,55.03
0,-,9800
475,3.4,100.16
162,6.4,100.17
32,2.4,101.01
123,4.9,101.03
145,3.4,101.04
243,4.7,102.02
365,0.2,102.04
321,1.7,102.05
56,3.6,102.06
54,8.1,102.07
132,6.7,103.01
98,1.1,103.02
15,5.8,103.03
257,8.2,104.03
100,3.5,104.04
160,4.8,105.04
90,1.2,105.05
93,23.5,105.06
247,7.7,106.02
90,0.5,106.03
274,3.6,107.01
344,1.6,107.03
260,4.7,107.07
2359,11.3,109.02
1440,16.8,109.03
0,15.6,109.04
351,1.5,110.01
607,9.2,110.02
847,7.8,111.01
134,0.5,111.03
220,2.8,111.04
542,1.5,111.05
1424,3.7,112.01
1467,11.8,112.02
812,4.6,113
0,-,114
183,6.5,115.01
102,2.9,115.05
90,2.8,116
166,4.7,117.04
163,1.5,117.05
131,0.5,117.06
220,3.6,118
44,3.4,119.01
20,0.0,119.03
338,0.8,119.04
143,5.8,120.01
449,1.2,120.02
148,5.2,121.02
194,0.0,122.01
175,4.6,122.02
197,1.6,123.02
166,3.3,123.05
48,3.0,123.06
117,4.2,124.03
330,4.1,124.04
130,5.5,124.05
85,1.3,124.06
337,2.4,125.02
400,3.2,125.03
130,2.2,125.05
198,3.6,126.01
30,0.0,126.02
151,2.3,127.05
51,3.9,127.06
84,1.9,127.07
108,4.5,127.08
129,10.4,130
158,8.6,131
0,-,9900
95,8.0,6001
111,6.6,6002
302,6.8,6003
136,1.2,6004.01
205,2.7,6004.02
0,1.8,6005.01
135,3.5,6005.02
448,4.3,6006
246,7.6,6007.01
116,4.8,6007.02
733,8.5,6008
242,6.8,6009
297,4.0,6010
71,5.0,6011
163,5.7,6012
115,4.2,6013.01
50,2.2,6013.02
309,7.8,6014
122,3.8,6015.01
209,5.0,6015.02
44,1.7,6016.01
223,1.5,6016.03
61,2.9,6016.04
111,2.8,6016.05
195,2.9,6017
184,0.6,6018
160,1.0,6019.01
188,1.3,6019.02
125,4.6,6020.01
0,0.3,6020.02
171,3.8,6021
102,3.1,6022.01
127,1.6,6022.02
449,4.9,6023
366,4.5,6024
198,0.8,6025
128,2.5,6026.01
201,3.2,6026.02
97,2.2,6027
154,4.2,6028
132,5.1,6029
188,5.3,6030
77,5.0,6031
73,4.4,6032
251,0.7,6033
59,3.5,6034
266,3.5,6037
19,17.5,6038.01
160,4.9,6038.02
59,4.2,6039
81,2.7,6040
73,3.7,6041.02
192,4.8,6041.03
305,3.5,6041.04
38,3.2,6042
198,8.0,6044
72,3.6,6045
34,3.4,6046
34,2.3,6047
186,3.2,6048
144,2.1,6049
189,2.9,6050
105,5.0,6051
38,4.6,6052
237,6.4,6053
80,2.9,6054
100,3.4,6055.01
33,2.6,6055.02
211,0.7,6056
27,6.3,6057
46,4.9,6058
284,6.3,6059.01
174,1.8,6059.02
330,5.4,6060
180,8.2,6061
738,2.2,6062.01
225,4.2,6062.02
119,4.3,6063
119,1.6,6064
33,3.2,6065
160,1.3,6066
29,1.9,6067
53,6.2,6068
35,5.0,6069
93,3.1,6070
0,2.2,6071
225,3.4,6072
271,4.4,6073
105,12.0,6074
194,3.1,6075
83,5.0,6076
221,12.1,6077.01
286,1.8,6077.02
86,4.5,6078
53,2.7,6079
104,3.8,6080.01
57,3.9,6080.02
88,0.9,6080.13
28,6.0,6080.23
16,4.3,6080.24
202,1.4,6080.25
6,3.2,6081
29,4.5,6082
31,4.3,6083
310,6.8,6084
100,1.3,6085.01
90,1.6,6085.02
312,8.4,6086
123,2.1,6087
63,1.2,6088
451,10.4,6089
63,4.0,6090
22,4.1,6091
25,2.0,6092.01
120,3.6,6092.02
22,4.1,6093
85,2.1,6094
31,3.5,6095
131,8.7,6096.01
22,1.9,6096.02
100,4.7,6096.03
85,2.1,6097
184,5.2,6098
22,1.7,6099
116,1.3,6100
77,4.6,6101
621,0.7,6102.01
192,3.5,6102.02
207,2.7,6102.03
239,3.9,6103.02
327,5.1,6103.03
65,3.2,6103.04
446,2.1,6104
189,2.9,6105
463,4.4,6106.01
132,2.6,6106.02
199,1.7,6107
212,3.8,6108
317,1.7,6109.01
322,10.7,6109.02
194,1.7,6110
105,2.8,6111
40,2.9,6112
74,7.1,6113
122,3.7,6114
6,5.8,6115
65,2.8,6116
219,5.2,6117
192,7.8,6118
240,7.9,6119.01
318,1.1,6119.02
119,5.8,6120.01
117,3.2,6120.02
422,2.1,6121.01
380,2.9,6121.02
123,1.5,6125
66,1.6,6126
16,3.0,6127
108,5.7,6128
126,7.1,6129
268,4.4,6130
13,3.1,6132
101,2.0,6133
75,4.1,6134
229,1.3,6135.01
126,7.9,6135.02
86,4.9,6136
73,1.5,6137.01
260,1.0,6137.02
194,1.8,6138
538,4.0,6139
165,1.3,6140
0,-,9843
0,-,9901
398,5.7,1.01
74,0.4,1.02
144,6.1,1.03
18,2.7,2.01
44,1.5,2.02
416,3.5,3.01
378,1.6,3.02
453,5.0,4
49,1.4,5.01
244,1.8,5.02
280,2.1,6
137,5.2,7
228,3.6,8.01
215,0.0,8.05
453,5.4,8.06
312,4.5,9
445,0.9,10.01
433,7.6,10.02
245,0.3,11.01
365,4.6,11.02
405,6.2,12.03
399,3.8,12.06
413,8.2,12.08
173,8.2,13.06
340,4.3,13.07
127,5.3,13.08
22,2.9,14.03
27,8.5,14.04
85,7.3,15
332,3.8,16.01
102,5.5,16.04
102,4.6,17.04
197,4.3,17.06
68,12.8,18
145,6.8,19.05
16,3.6,19.07
357,1.4,19.08
53,8.5,19.09
64,1.9,19.10
17,0.6,19.11
78,1.3,19.12
233,3.8,20.05
92,3.2,20.06
245,4.8,20.08
112,10.3,20.09
77,3.6,20.10
268,4.2,20.11
120,6.7,20.12
40,2.7,20.13
267,3.0,20.14
60,1.1,20.15
267,1.7,21.01
157,2.7,21.02
447,7.1,21.03
403,9.0,22.05
465,6.3,22.06
152,5.8,22.09
258,1.8,22.10
129,6.0,22.11
410,4.6,23.03
329,4.8,23.04
25,5.9,23.07
121,6.8,23.08
147,8.0,23.09
271,3.2,23.10
407,4.3,24.05
503,4.3,24.06
393,7.6,24.07
222,10.1,24.08
343,9.1,24.09
445,12.0,24.10
97,3.5,25.03
603,3.9,25.04
378,7.0,27.03
456,6.8,27.05
439,12.2,27.06
108,11.5,27.07
150,5.1,27.08
271,1.3,27.09
504,13.8,27.10
549,11.5,28.02
107,7.0,28.06
271,6.3,28.08
114,5.3,28.09
117,2.7,29.06
36,1.9,29.07
242,6.8,29.09
89,4.6,29.13
129,4.2,29.14
3111,17.7,29.24
3333,9.4,29.26
119,3.0,29.32
268,12.0,29.33
233,2.1,29.34
197,4.6,29.35
1531,17.6,29.36
188,6.0,29.37
739,4.3,30.01
141,3.3,30.04
352,3.2,30.05
76,1.1,30.07
80,3.5,31.02
0,-,9800
7,100.0,9801
63,5.0,9802
12,25.6,9803
0,0.0,9804
0,-,9805
0,-,9900
354,2.4,5001
389,3.5,5002
334,7.2,5003
128,3.9,5004
397,3.5,5005
650,9.2,5006
328,3.7,5008
887,4.5,5009.01
689,15.0,5009.02
1039,7.9,5010
397,4.2,5011.01
235,2.9,5011.02
331,1.7,5012
685,4.3,5013
207,4.3,5014.01
162,5.1,5014.02
280,10.0,5015.01
297,1.7,5015.02
735,2.5,5016.01
852,5.3,5016.02
439,5.0,5017
168,3.2,5018
128,0.3,5019.01
34,4.2,5019.02
184,4.7,5020.01
359,1.2,5020.02
214,1.9,5021.01
538,2.3,5021.03
86,3.3,5021.04
48,2.5,5022.02
227,5.4,5022.03
276,4.9,5022.04
59,4.0,5023.01
112,2.9,5023.02
168,3.6,5024
88,4.9,5025
0,8.0,5026.01
103,3.4,5026.03
265,1.8,5026.04
180,4.2,5027.01
20,3.2,5027.03
1,1.8,5027.04
173,1.2,5028
453,4.7,5029.01
226,3.5,5029.02
62,4.0,5029.03
213,4.1,5029.06
145,5.5,5029.07
213,3.3,5029.08
296,3.6,5029.09
152,2.9,5029.10
75,1.0,5030.01
78,2.8,5030.02
191,7.8,5030.03
160,6.0,5031.05
446,7.6,5031.10
177,5.4,5031.11
400,9.3,5031.12
499,5.5,5031.13
381,5.5,5031.16
101,6.5,5031.17
147,3.0,5031.18
472,9.8,5031.21
273,4.9,5031.22
447,6.2,5031.23
430,11.4,5031.24
155,3.2,5031.25
132,0.0,5031.26
75,1.2,5031.27
213,7.4,5032.07
74,2.3,5032.08
130,1.9,5032.10
152,7.7,5032.11
192,6.7,5032.12
522,5.2,5032.13
202,2.5,5032.17
373,8.3,5032.18
71,4.9,5032.19
70,2.8,5032.20
234,8.5,5032.21
308,6.3,5032.22
558,3.4,5033.04
292,4.2,5033.05
106,7.5,5033.06
101,3.7,5033.12
72,5.9,5033.13
368,7.9,5033.15
100,6.6,5033.21
188,4.5,5033.22
164,7.2,5033.23
105,3.3,5033.24
177,3.2,5033.25
56,3.6,5033.26
177,2.4,5033.27
42,4.2,5033.29
100,4.6,5033.30
31,0.8,5033.31
30,4.4,5033.32
145,5.1,5033.33
135,3.8,5033.36
228,3.8,5033.37
92,7.6,5033.38
169,7.1,5033.39
237,7.6,5034.01
332,8.4,5034.02
363,2.1,5035.04
578,10.1,5035.06
158,5.5,5035.07
255,5.4,5035.08
96,10.7,5035.09
184,3.3,5035.10
184,8.1,5035.11
218,3.4,5036.01
500,10.1,5036.02
196,2.9,5037.03
252,3.8,5037.07
291,7.1,5037.08
1077,9.5,5037.09
206,7.2,5037.10
241,2.0,5037.11
278,5.0,5037.12
262,1.7,5037.13
99,4.5,5038.02
87,13.0,5038.03
143,4.6,5038.04
287,1.6,5039.02
95,5.3,5039.03
222,4.8,5040.01
333,6.0,5040.02
477,8.6,5041.01
260,5.2,5041.02
121,2.5,5042.01
152,6.2,5042.02
109,9.7,5043.07
125,6.7,5043.08
388,3.8,5043.11
145,6.7,5043.14
324,4.2,5043.15
162,4.4,5043.16
51,2.1,5043.17
374,8.8,5043.18
427,7.4,5043.19
242,6.8,5043.20
134,5.6,5043.21
270,5.4,5043.22
334,6.2,5043.23
628,7.2,5044.10
160,3.9,5044.11
132,5.0,5044.12
32,4.9,5044.13
174,2.2,5044.14
142,2.9,5044.15
111,2.8,5044.16
68,4.9,5044.18
113,2.8,5044.21
104,3.8,5044.22
12,2.8,5044.23
74,2.8,5044.24
427,5.6,5045.05
246,2.5,5045.06
173,5.6,5045.07
18,1.2,5045.08
314,4.3,5045.09
147,0.6,5045.10
36,6.5,5046.01
26,3.4,5046.02
16,0.0,5047
240,4.4,5048.02
333,3.7,5048.05
84,7.6,5048.06
221,2.2,5048.07
15,2.1,5048.08
161,1.9,5049.02
43,7.9,5049.03
801,2.7,5050.06
255,8.0,5050.07
113,9.3,5050.10
214,3.6,5050.11
82,3.1,5050.12
399,2.1,5050.13
270,1.7,5050.14
195,1.5,5050.15
318,3.5,5051
292,2.8,5052.02
564,2.9,5052.03
152,4.5,5053.01
198,2.5,5053.02
235,2.5,5053.03
156,3.2,5053.04
111,2.1,5053.05
208,4.1,5054.01
88,2.8,5054.02
287,4.7,5054.03
430,3.9,5055
422,3.9,5056
1031,7.2,5057
147,5.2,5058
38,6.2,5059.01
146,0.4,5059.02
258,3.2,5060
80,3.1,5061.01
31,1.6,5061.02
91,3.2,5061.03
72,4.4,5062.02
294,3.3,5062.03
63,1.4,5062.04
353,2.0,5063.01
196,6.8,5063.02
281,4.2,5063.04
600,3.8,5063.05
361,0.9,5064.01
168,3.4,5064.02
241,2.3,5065.02
202,0.5,5065.03
196,15.3,5065.04
133,2.5,5065.05
112,7.4,5066.01
232,3.4,5066.03
70,1.9,5066.04
224,2.7,5066.05
198,3.2,5066.06
56,1.9,5067.01
290,4.0,5067.02
59,2.8,5067.03
67,4.2,5068.01
145,3.5,5068.02
134,1.9,5068.03
32,6.8,5068.04
63,1.4,5069
260,4.7,5070.02
67,0.9,5070.03
52,8.8,5070.04
56,3.5,5071
79,4.1,5072.03
122,8.9,5072.05
16,3.2,5072.06
132,4.7,5073.01
25,2.3,5073.02
99,1.8,5074.01
145,5.9,5074.02
243,6.5,5075
110,1.3,5076
77,1.7,5077.01
69,2.5,5077.02
36,2.0,5077.04
149,4.5,5077.05
455,2.1,5078.05
268,3.7,5078.06
41,4.1,5078.07
123,2.0,5078.08
77,1.1,5079.03
9,3.9,5079.04
205,10.1,5079.05
84,2.4,5079.06
144,2.2,5080.03
240,1.8,5080.04
40,3.1,5080.05
84,3.5,5080.06
5,3.1,5081.01
80,0.0,5081.02
73,3.8,5082.03
168,4.8,5082.04
108,6.2,5082.05
23,1.1,5082.06
14,3.5,5083.01
56,6.1,5083.03
449,2.1,5083.05
47,14.3,5083.06
148,4.8,5084.01
59,3.1,5084.03
176,2.8,5084.04
25,3.2,5085.03
242,7.9,5085.05
37,0.0,5085.07
307,3.3,5085.08
411,0.0,5085.09
213,3.8,5085.10
140,2.4,5086.01
175,2.9,5086.02
22,2.2,5087.05
67,5.5,5087.06
167,5.6,5087.07
240,5.9,5087.08
208,1.6,5088
240,4.3,5089
103,2.9,5090.01
110,0.3,5090.02
217,3.0,5091.02
142,4.7,5091.06
177,3.9,5091.07
142,1.9,5091.08
236,2.1,5091.09
48,4.5,5091.10
63,8.8,5091.11
306,3.3,5092.01
227,4.8,5092.02
41,7.5,5093.02
63,0.5,5093.03
87,1.5,5093.04
185,3.1,5094.01
644,0.5,5094.03
383,3.7,5094.04
188,4.0,5095
259,1.9,5096
163,1.7,5097
126,5.4,5098.01
45,0.4,5098.02
12,6.5,5099.01
174,4.0,5099.02
44,3.5,5100.01
38,3.4,5100.02
156,4.0,5101
28,3.3,5102
0,2.4,5103
93,2.9,5104
84,4.7,5105
194,6.8,5106
141,2.6,5107
65,4.3,5108.01
68,3.0,5108.02
139,0.0,5108.03
126,3.6,5109
45,2.5,5110
148,6.0,5111
70,2.7,5112
100,2.0,5113.01
127,6.2,5113.02
78,2.4,5114
200,2.0,5115.01
50,2.5,5115.02
40,5.3,5116.08
171,0.5,5116.09
191,2.0,5117.01
29,5.2,5117.02
76,2.3,5117.04
7,0.8,5117.05
125,1.4,5117.07
155,5.0,5118
67,2.7,5119.05
114,1.7,5119.07
110,6.1,5119.10
195,0.6,5119.11
63,6.4,5119.12
28,1.0,5119.13
113,3.6,5119.14
150,1.2,5119.15
175,3.4,5119.16
27,6.1,5119.17
18,2.0,5119.18
199,2.7,5120.01
128,3.6,5120.05
208,2.9,5120.19
276,2.8,5120.21
388,4.5,5120.22
194,1.7,5120.23
175,2.0,5120.24
65,1.2,5120.25
86,7.8,5120.26
173,2.1,5120.27
111,7.9,5120.29
54,2.5,5120.30
20,3.5,5120.31
240,7.2,5120.32
38,3.8,5120.34
31,6.3,5120.35
164,2.5,5120.36
73,4.5,5120.37
172,6.1,5120.38
193,4.0,5120.39
131,4.4,5120.42
344,4.6,5120.43
143,1.9,5120.45
220,4.9,5120.47
160,3.4,5120.52
252,5.9,5120.53
644,4.2,5120.54
24,0.3,5120.55
115,5.5,5120.56
131,7.3,5120.57
207,4.5,5120.58
142,2.8,5120.59
69,0.0,5121
55,2.0,5122
62,4.9,5123.05
29,5.7,5123.07
116,3.3,5123.08
115,4.4,5123.09
193,6.7,5123.10
78,6.2,5123.11
86,2.6,5123.12
136,0.8,5123.13
212,3.3,5123.14
254,4.6,5124.01
145,8.0,5124.02
394,6.5,5125.05
54,4.0,5125.09
200,5.2,5125.10
115,4.2,5125.11
115,5.6,5125.12
138,6.7,5125.13
